"race","race_state","state","state_long","type","year","pollster","samplesize","startdate","enddate","democrat_name","democrat_poll","democrat_result","republican_name","republican_poll","republican_result"
"2010_House-G_WA-3","2010_House-G_WA","WA","washington","House-G",2010,"SurveyUSA",640,2010-10-25,2010-10-25,"Democrat",46,47,"Republican",50,53
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-25,2010-10-25,"Democrat",44,48.08,"Republican",48,46.4
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"RBI Strategies & Research",500,2010-10-25,2010-10-25,"Democrat",43,48.08,"Republican",42,46.4
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"Merriman River Group",1846,2010-10-25,2010-10-25,"Democrat",52,55.16,"Republican",44,43.22
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-25,2010-10-25,"Democrat",45,50.29,"Republican",49,44.55
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"Columbus Dispatch",1445,2010-10-25,2010-10-25,"Democrat",40,39.4,"Republican",56,56.85
"2010_Sen-G_OR","2010_Sen-G_OR","OR","oregon","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-25,2010-10-25,"Democrat",53,57.22,"Republican",42,39.25
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-25,2010-10-25,"Democrat",46,47.02,"Republican",53,51.86
"2010_House-G_DE-1","2010_House-G_DE","DE","delaware","House-G",2010,"Monmouth University",1179,2010-10-26,2010-10-26,"Democrat",51,56.8,"Republican",44,41
"2010_House-G_FL-25","2010_House-G_FL","FL","florida","House-G",2010,"Susquehanna Polling & Research, Inc.",700,2010-10-26,2010-10-26,"Democrat",43,43,"Republican",44,52.1
"2010_House-G_GA-8","2010_House-G_GA","GA","georgia","House-G",2010,"Landmark Communications",1133,2010-10-26,2010-10-26,"Democrat",39.1,47.3,"Republican",52.5,52.7
"2010_House-G_NJ-12","2010_House-G_NJ","NJ","new jersey","House-G",2010,"Monmouth University",1042,2010-10-26,2010-10-26,"Democrat",51,53,"Republican",43,45.9
"2010_House-G_NV-3","2010_House-G_NV","NV","nevada","House-G",2010,"Mason-Dixon Polling & Research, Inc.",400,2010-10-26,2010-10-26,"Democrat",43,47.5,"Republican",53,48.1
"2010_House-G_UT-1","2010_House-G_UT","UT","utah","House-G",2010,"Mason-Dixon Polling & Research, Inc.",400,2010-10-26,2010-10-26,"Democrat",13,23.9,"Republican",65,69.2
"2010_House-G_UT-2","2010_House-G_UT","UT","utah","House-G",2010,"Mason-Dixon Polling & Research, Inc.",400,2010-10-26,2010-10-26,"Democrat",48,50.5,"Republican",35,46.1
"2010_House-G_UT-3","2010_House-G_UT","UT","utah","House-G",2010,"Mason-Dixon Polling & Research, Inc.",400,2010-10-26,2010-10-26,"Democrat",11,22.9,"Republican",56,72.3
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"Tulchin Research",700,2010-10-26,2010-10-26,"Democrat",48,52.18,"Republican",40,42.17
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"Quinnipiac University",930,2010-10-26,2010-10-26,"Democrat",53,55.16,"Republican",44,43.22
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-26,2010-10-26,"Democrat",42,46.42,"Republican",46,48.01
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"Braun Research",800,2010-10-26,2010-10-26,"Democrat",39,44.22,"Republican",47,55.69
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"SurveyUSA",637,2010-10-26,2010-10-26,"Democrat",43,44.22,"Republican",52,55.69
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"Mason-Dixon Polling & Research, Inc.",625,2010-10-26,2010-10-26,"Democrat",45,50.29,"Republican",49,44.55
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-26,2010-10-26,"Democrat",33,39.4,"Republican",57,56.85
"2010_Sen-G_OR","2010_Sen-G_OR","OR","oregon","Sen-G",2010,"SurveyUSA",580,2010-10-26,2010-10-26,"Democrat",57,57.22,"Republican",32,39.25
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Muhlenberg College",460,2010-10-26,2010-10-26,"Democrat",40,48.99,"Republican",48,51.01
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Susquehanna Polling & Research, Inc.",800,2010-10-26,2010-10-26,"Democrat",44,48.99,"Republican",46,51.01
"2010_Sen-G_UT","2010_Sen-G_UT","UT","utah","Sen-G",2010,"Mason-Dixon Polling & Research, Inc.",625,2010-10-26,2010-10-26,"Democrat",32,32.77,"Republican",48,61.56
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"SurveyUSA",678,2010-10-26,2010-10-26,"Democrat",47,52.36,"Republican",47,47.64
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Voter/Consumer Research",400,2010-10-26,2010-10-26,"Democrat",44,47.02,"Republican",48,51.86
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Wood Communications Group",400,2010-10-26,2010-10-26,"Democrat",44,47.02,"Republican",48,51.86
"2010_Sen-G_WV","2010_Sen-G_WV","WV","west virginia","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-26,2010-10-26,"Democrat",49,53.47,"Republican",46,43.4
"2010_House-G_KS-4","2010_House-G_KS","KS","kansas","House-G",2010,"SurveyUSA",534,2010-10-27,2010-10-27,"Democrat",38,36.5,"Republican",54,58.8
"2010_House-G_MI-9","2010_House-G_MI","MI","michigan","House-G",2010,"Great Lakes Strategies Group",700,2010-10-27,2010-10-27,"Democrat",43,49.8,"Republican",48,47.2
"2010_House-G_MN-8","2010_House-G_MN","MN","minnesota","House-G",2010,"SurveyUSA",665,2010-10-27,2010-10-27,"Democrat",47,46.6,"Republican",46,48.2
"2010_House-G_UT-1","2010_House-G_UT","UT","utah","House-G",2010,"Dan Jones & Associates",375,2010-10-27,2010-10-27,"Democrat",21,23.9,"Republican",66,69.2
"2010_House-G_UT-2","2010_House-G_UT","UT","utah","House-G",2010,"Dan Jones & Associates",456,2010-10-27,2010-10-27,"Democrat",51,50.5,"Republican",39,46.1
"2010_House-G_UT-3","2010_House-G_UT","UT","utah","House-G",2010,"Dan Jones & Associates",375,2010-10-27,2010-10-27,"Democrat",19,22.9,"Republican",70,72.3
"2010_House-G_VA-5","2010_House-G_VA","VA","virginia","House-G",2010,"SurveyUSA",524,2010-10-27,2010-10-27,"Democrat",43,47,"Republican",51,50.9
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-27,2010-10-27,"Democrat",49,52.18,"Republican",46,42.17
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"YouGov",814,2010-10-27,2010-10-27,"Democrat",49,52.18,"Republican",45,42.17
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"Marist College",615,2010-10-27,2010-10-27,"Democrat",45,48.08,"Republican",49,46.4
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"YouGov",855,2010-10-27,2010-10-27,"Democrat",49,48.08,"Republican",48,46.4
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"YouGov",783,2010-10-27,2010-10-27,"Democrat",52,55.16,"Republican",43,43.22
"2010_Sen-G_GA","2010_Sen-G_GA","GA","georgia","Sen-G",2010,"Mason-Dixon Polling & Research, Inc.",625,2010-10-27,2010-10-27,"Democrat",33,39,"Republican",56,58.31
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-27,2010-10-27,"Democrat",41,44.22,"Republican",53,55.69
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"YouGov",822,2010-10-27,2010-10-27,"Democrat",44,44.22,"Republican",52,55.69
"2010_Sen-G_MO","2010_Sen-G_MO","MO","missouri","Sen-G",2010,"YouGov",789,2010-10-27,2010-10-27,"Democrat",42,40.63,"Republican",54,54.23
"2010_Sen-G_NH","2010_Sen-G_NH","NH","new hampshire","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",500,2010-10-27,2010-10-27,"Democrat",41,36.81,"Republican",56,60.03
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"Marist College",415,2010-10-27,2010-10-27,"Democrat",60,66.31,"Republican",36,32.2
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"SurveyUSA",544,2010-10-27,2010-10-27,"Democrat",62,66.31,"Republican",32,32.2
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"YouGov",819,2010-10-27,2010-10-27,"Democrat",59,66.31,"Republican",35,32.2
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"YouGov",805,2010-10-27,2010-10-27,"Democrat",40,39.4,"Republican",53,56.85
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Marist College",461,2010-10-27,2010-10-27,"Democrat",45,48.99,"Republican",52,51.01
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"YouGov",779,2010-10-27,2010-10-27,"Democrat",44,48.99,"Republican",50,51.01
"2010_Sen-G_UT","2010_Sen-G_UT","UT","utah","Sen-G",2010,"Dan Jones & Associates",1206,2010-10-27,2010-10-27,"Democrat",30,32.77,"Republican",57,61.56
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"Marist College",638,2010-10-27,2010-10-27,"Democrat",49,52.36,"Republican",48,47.64
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-27,2010-10-27,"Democrat",47,52.36,"Republican",48,47.64
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Marist College",491,2010-10-27,2010-10-27,"Democrat",45,47.02,"Republican",52,51.86
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Public Policy Polling",1372,2010-10-27,2010-10-27,"Democrat",44,47.02,"Republican",53,51.86
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"Marist College",415,2010-10-27,2010-10-27,"Democrat",55,62.94,"Republican",40,35.1
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"SurveyUSA",544,2010-10-27,2010-10-27,"Democrat",56,62.94,"Republican",36,35.1
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"YouGov",819,2010-10-27,2010-10-27,"Democrat",57,62.94,"Republican",33,35.1
"2010_House-G_GA-2","2010_House-G_GA","GA","georgia","House-G",2010,"Landmark Communications",914,2010-10-28,2010-10-28,"Democrat",46,51.4,"Republican",50,48.6
"2010_House-G_IN-3","2010_House-G_IN","IN","indiana","House-G",2010,"Riggs Research Services",400,2010-10-28,2010-10-28,"Democrat",40,33.1,"Republican",36,62.8
"2010_House-G_ME-1","2010_House-G_ME","ME","maine","House-G",2010,"Critical Insights",295,2010-10-28,2010-10-28,"Democrat",41,56.8,"Republican",45,43.2
"2010_House-G_ME-2","2010_House-G_ME","ME","maine","House-G",2010,"Critical Insights",326,2010-10-28,2010-10-28,"Democrat",44,55.1,"Republican",40,44.9
"2010_House-G_NM-1","2010_House-G_NM","NM","new mexico","House-G",2010,"Research & Polling, Inc.",400,2010-10-28,2010-10-28,"Democrat",46,51.8,"Republican",49,48.2
"2010_House-G_NM-2","2010_House-G_NM","NM","new mexico","House-G",2010,"Research & Polling, Inc.",402,2010-10-28,2010-10-28,"Democrat",45,44.6,"Republican",48,55.4
"2010_Sen-G_AR","2010_Sen-G_AR","AR","arkansas","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",500,2010-10-28,2010-10-28,"Democrat",36,36.95,"Republican",55,57.9
"2010_Sen-G_AZ","2010_Sen-G_AZ","AZ","arizona","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",500,2010-10-28,2010-10-28,"Democrat",32,34.55,"Republican",52,58.69
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"Public Policy Polling",759,2010-10-28,2010-10-28,"Democrat",54,55.16,"Republican",43,43.22
"2010_Sen-G_IA","2010_Sen-G_IA","IA","iowa","Sen-G",2010,"Selzer & Company",805,2010-10-28,2010-10-28,"Democrat",30,33.3,"Republican",61,64.35
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"Anzalone Liszt Grove Research",400,2010-10-28,2010-10-28,"Democrat",39,46.42,"Republican",37,48.01
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"YouGov",784,2010-10-28,2010-10-28,"Democrat",47,46.42,"Republican",44,48.01
"2010_Sen-G_NH","2010_Sen-G_NH","NH","new hampshire","Sen-G",2010,"Public Policy Polling",1308,2010-10-28,2010-10-28,"Democrat",41,36.81,"Republican",56,60.03
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"YouGov",711,2010-10-28,2010-10-28,"Democrat",47,50.29,"Republican",49,44.55
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"Angus Reid Global",492,2010-10-28,2010-10-28,"Democrat",40,39.4,"Republican",57,56.85
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"Quinnipiac University",848,2010-10-28,2010-10-28,"Democrat",37,39.4,"Republican",56,56.85
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Quinnipiac University",1244,2010-10-28,2010-10-28,"Democrat",45,48.99,"Republican",50,51.01
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-28,2010-10-28,"Democrat",46,48.99,"Republican",50,51.01
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"YouGov",849,2010-10-28,2010-10-28,"Democrat",50,52.36,"Republican",47,47.64
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"Forward Strategies",700,2010-10-28,2010-10-28,"Democrat",46,47.02,"Republican",50,51.86
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"YouGov",842,2010-10-28,2010-10-28,"Democrat",46,47.02,"Republican",52,51.86
"2010_House-G_ID-1","2010_House-G_ID","ID","idaho","House-G",2010,"Greg Smith and Associates",400,2010-10-29,2010-10-29,"Democrat",48,41.3,"Republican",38,51
"2010_House-G_MS-4","2010_House-G_MS","MS","mississippi","House-G",2010,"TCJ Research",1000,2010-10-29,2010-10-29,"Democrat",47,46.8,"Republican",48,51.9
"2010_House-G_NH-1","2010_House-G_NH","NH","new hampshire","House-G",2010,"University of New Hampshire",434,2010-10-29,2010-10-29,"Democrat",39,42.4,"Republican",46,54
"2010_House-G_NH-2","2010_House-G_NH","NH","new hampshire","House-G",2010,"University of New Hampshire",451,2010-10-29,2010-10-29,"Democrat",43,46.8,"Republican",40,48.3
"2010_House-G_SD-1","2010_House-G_SD","SD","south dakota","House-G",2010,"TCJ Research",1000,2010-10-29,2010-10-29,"Democrat",46,45.9,"Republican",50,48.1
"2010_House-G_VA-5","2010_House-G_VA","VA","virginia","House-G",2010,"TCJ Research",1000,2010-10-29,2010-10-29,"Democrat",45,47,"Republican",52,50.9
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"Angus Reid Global",485,2010-10-29,2010-10-29,"Democrat",51,52.18,"Republican",44,42.17
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"SurveyUSA",587,2010-10-29,2010-10-29,"Democrat",46,52.18,"Republican",38,42.17
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"Public Policy Polling",1021,2010-10-29,2010-10-29,"Democrat",40,44.22,"Republican",55,55.69
"2010_Sen-G_NH","2010_Sen-G_NH","NH","new hampshire","Sen-G",2010,"University of New Hampshire",885,2010-10-29,2010-10-29,"Democrat",36,36.81,"Republican",54,60.03
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"Angus Reid Global",541,2010-10-29,2010-10-29,"Democrat",61,66.31,"Republican",35,32.2
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"Siena College",603,2010-10-29,2010-10-29,"Democrat",64,66.31,"Republican",32,32.2
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"Public Policy Polling",1356,2010-10-29,2010-10-29,"Democrat",39,39.4,"Republican",57,56.85
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"University of Cincinnati (Ohio Poll)",930,2010-10-29,2010-10-29,"Democrat",39,39.4,"Republican",60,56.85
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"Angus Reid Global",508,2010-10-29,2010-10-29,"Democrat",59,62.94,"Republican",38,35.1
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"Siena College",603,2010-10-29,2010-10-29,"Democrat",57,62.94,"Republican",37,35.1
"2010_House-G_CT-5","2010_House-G_CT","CT","connecticut","House-G",2010,"Merriman River Group",911,2010-10-30,2010-10-30,"Democrat",44,54.1,"Republican",52,45.9
"2010_House-G_VA-5","2010_House-G_VA","VA","virginia","House-G",2010,"Public Opinion Strategies",400,2010-10-30,2010-10-30,"Democrat",42,47,"Republican",45,50.9
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"Public Policy Polling",882,2010-10-30,2010-10-30,"Democrat",50,52.18,"Republican",46,42.17
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"YouGov",810,2010-10-30,2010-10-30,"Democrat",49,52.18,"Republican",45,42.17
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",1000,2010-10-30,2010-10-30,"Democrat",46,48.08,"Republican",50,46.4
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",1000,2010-10-30,2010-10-30,"Democrat",42,46.42,"Republican",46,48.01
"2010_Sen-G_NC","2010_Sen-G_NC","NC","north carolina","Sen-G",2010,"Public Policy Polling",847,2010-10-30,2010-10-30,"Democrat",40,43.05,"Republican",52,54.81
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",1000,2010-10-30,2010-10-30,"Democrat",45,50.29,"Republican",48,44.55
"2010_Sen-G_NY","2010_Sen-G_NY","NY","new york","Sen-G",2010,"YouGov",578,2010-10-30,2010-10-30,"Democrat",60,66.31,"Republican",34,32.2
"2010_Sen-G_OH","2010_Sen-G_OH","OH","ohio","Sen-G",2010,"YouGov",560,2010-10-30,2010-10-30,"Democrat",39,39.4,"Republican",52,56.85
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Muhlenberg College",474,2010-10-30,2010-10-30,"Democrat",44,48.99,"Republican",48,51.01
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"YouGov",570,2010-10-30,2010-10-30,"Democrat",44,48.99,"Republican",48,51.01
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"Public Policy Polling",2055,2010-10-30,2010-10-30,"Democrat",48,52.36,"Republican",50,47.64
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",1000,2010-10-30,2010-10-30,"Democrat",49,52.36,"Republican",47,47.64
"2010_Sen-GS_NY","2010_Sen-GS_NY","NY","new york","Sen-G",2010,"YouGov",578,2010-10-30,2010-10-30,"Democrat",58,62.94,"Republican",34,35.1
"2010_House-G_IL-10","2010_House-G_IL","IL","illinois","House-G",2010,"We Ask America",861,2010-10-31,2010-10-31,"Democrat",46,48.9,"Republican",54,51.1
"2010_House-G_IL-11","2010_House-G_IL","IL","illinois","House-G",2010,"We Ask America",829,2010-10-31,2010-10-31,"Democrat",45,42.7,"Republican",55,57.3
"2010_House-G_IL-14","2010_House-G_IL","IL","illinois","House-G",2010,"We Ask America",784,2010-10-31,2010-10-31,"Democrat",45,45.1,"Republican",50,51.3
"2010_House-G_IL-17","2010_House-G_IL","IL","illinois","House-G",2010,"We Ask America",1103,2010-10-31,2010-10-31,"Democrat",44,43,"Republican",52,52.6
"2010_House-G_IL-8","2010_House-G_IL","IL","illinois","House-G",2010,"We Ask America",773,2010-10-31,2010-10-31,"Democrat",46,48.3,"Republican",49,48.5
"2010_Sen-G_CA","2010_Sen-G_CA","CA","california","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",47,52.18,"Republican",49,42.17
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"Public Policy Polling",1059,2010-10-31,2010-10-31,"Democrat",48,48.08,"Republican",49,46.4
"2010_Sen-G_CO","2010_Sen-G_CO","CO","colorado","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",47,48.08,"Republican",50,46.4
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-31,2010-10-31,"Democrat",53,55.16,"Republican",46,43.22
"2010_Sen-G_CT","2010_Sen-G_CT","CT","connecticut","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",49,55.16,"Republican",44,43.22
"2010_Sen-G_DE","2010_Sen-G_DE","DE","delaware","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",50,56.61,"Republican",45,40.03
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"Public Policy Polling",814,2010-10-31,2010-10-31,"Democrat",42,46.42,"Republican",46,48.01
"2010_Sen-G_IL","2010_Sen-G_IL","IL","illinois","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",43,46.42,"Republican",48,48.01
"2010_Sen-G_KY","2010_Sen-G_KY","KY","kentucky","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",43,44.22,"Republican",55,55.69
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"Public Policy Polling",682,2010-10-31,2010-10-31,"Democrat",46,50.29,"Republican",47,44.55
"2010_Sen-G_NV","2010_Sen-G_NV","NV","nevada","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",45,50.29,"Republican",51,44.55
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"Public Policy Polling",772,2010-10-31,2010-10-31,"Democrat",46,48.99,"Republican",51,51.01
"2010_Sen-G_PA","2010_Sen-G_PA","PA","pennsylvania","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",46,48.99,"Republican",52,51.01
"2010_Sen-G_WA","2010_Sen-G_WA","WA","washington","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",48,52.36,"Republican",50,47.64
"2010_Sen-G_WI","2010_Sen-G_WI","WI","wisconsin","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",42,47.02,"Republican",56,51.86
"2010_Sen-G_WV","2010_Sen-G_WV","WV","west virginia","Sen-G",2010,"Public Policy Polling",1676,2010-10-31,2010-10-31,"Democrat",51,53.47,"Republican",46,43.4
"2010_Sen-G_WV","2010_Sen-G_WV","WV","west virginia","Sen-G",2010,"Rasmussen Reports/Pulse Opinion Research",750,2010-10-31,2010-10-31,"Democrat",50,53.47,"Republican",46,43.4
"2010_Sen-G_WV","2010_Sen-G_WV","WV","west virginia","Sen-G",2010,"TCJ Research",1000,2010-10-31,2010-10-31,"Democrat",48,53.47,"Republican",48,43.4
"2012_House-GS_FL-8","2012_House-GS_FL","FL","florida","House-G",2012,"Public Policy Polling",2012,2012-06-10,2012-06-10,"Democrat",53,52.16,"Republican",41,45.25
"2012_House-G_CA-52","2012_House-G_CA","CA","california","House-G",2012,"Glover Park Group",374,2012-10-16,2012-10-16,"Democrat",38,51.18,"Republican",47,48.82
"2012_House-G_FL-18","2012_House-G_FL","FL","florida","House-G",2012,"Public Policy Polling",500,2012-10-16,2012-10-16,"Democrat",42,50.28,"Republican",51,49.7
"2012_House-G_FL-22","2012_House-G_FL","FL","florida","House-G",2012,"Public Policy Polling",500,2012-10-16,2012-10-16,"Democrat",47,54.63,"Republican",44,45.37
"2012_House-G_MN-6","2012_House-G_MN","MN","minnesota","House-G",2012,"Rasmussen Reports/Pulse Opinion Research",1000,2012-10-16,2012-10-16,"Democrat",45,49.26,"Republican",51,50.47
"2012_House-G_MN-8","2012_House-G_MN","MN","minnesota","House-G",2012,"Rasmussen Reports/Pulse Opinion Research",1000,2012-10-16,2012-10-16,"Democrat",50,54.28,"Republican",43,45.39
"2012_House-G_NY-24","2012_House-G_NY","NY","new york","House-G",2012,"Lake Research Partners",425,2012-10-16,2012-10-16,"Democrat",46,48.86,"Republican",44,43.4
"2012_Sen-G_CT","2012_Sen-G_CT","CT","connecticut","Sen-G",2012,"Mason-Dixon Polling & Research, Inc.",625,2012-10-16,2012-10-16,"Democrat",44,54.82,"Republican",44,43.07
"2012_Sen-G_CT","2012_Sen-G_CT","CT","connecticut","Sen-G",2012,"Public Policy Polling",1015,2012-10-16,2012-10-16,"Democrat",48,54.82,"Republican",44,43.07
"2012_Sen-G_MA","2012_Sen-G_MA","MA","massachusetts","Sen-G",2012,"Public Policy Polling",709,2012-10-16,2012-10-16,"Democrat",53,53.74,"Republican",44,46.19
"2012_Sen-G_MT","2012_Sen-G_MT","MT","montana","Sen-G",2012,"Public Policy Polling",806,2012-10-16,2012-10-16,"Democrat",46,48.58,"Republican",44,44.86
"2012_Sen-G_NV","2012_Sen-G_NV","NV","nevada","Sen-G",2012,"Mellman Group",600,2012-10-16,2012-10-16,"Democrat",41,44.71,"Republican",38,45.87
"2012_Sen-G_PA","2012_Sen-G_PA","PA","pennsylvania","Sen-G",2012,"Garin-Hart-Yang Research Group",604,2012-10-16,2012-10-16,"Democrat",52,53.69,"Republican",39,44.59
"2012_Sen-G_VA","2012_Sen-G_VA","VA","virginia","Sen-G",2012,"Public Policy Polling",733,2012-10-16,2012-10-16,"Democrat",50,52.87,"Republican",45,46.96
"2012_Sen-G_WI","2012_Sen-G_WI","WI","wisconsin","Sen-G",2012,"Marist College",1013,2012-10-16,2012-10-16,"Democrat",49,51.41,"Republican",45,45.86
"2012_Sen-G_WI","2012_Sen-G_WI","WI","wisconsin","Sen-G",2012,"Marist College",1312,2012-10-16,2012-10-16,"Democrat",48,51.41,"Republican",45,45.86
